Frame,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12
1,4.249693627450981,5.409252450980392,7.108333333333333,17.97003676470588,23.277542892156863,23.796997549019608,0.027450980392156862,0.0,0.03517156862745098,0.4810049019607843,1.4243872549019607,4.661611519607843
2,4.079442401960784,6.17797181372549,19.598498774509803,31.803523284313727,32.60710784313726,36.927542892156865,0.00392156862745098,0.0,0.05091911764705882,0.6704044117647059,2.5965992647058824,10.563357843137254
3,0.9215686274509803,7.0510110294117645,10.801011029411764,12.527083333333334,8.301899509803922,18.035110294117647,0.00392156862745098,0.06954656862745098,0.03612132352941176,0.43501838235294116,1.7363357843137255,3.9893075980392156
4,2.1990502450980394,6.387775735294118,12.349877450980392,17.568259803921567,13.076593137254902,23.398988970588235,0.00392156862745098,0.003431372549019608,0.0057904411764705885,0.4197916666666667,2.126746323529412,3.9178308823529413
5,3.0747242647058823,4.123345588235294,14.135661764705882,27.857414215686273,14.788939950980392,28.678523284313727,0.00392156862745098,0.003431372549019608,0.03795955882352941,0.7791360294117647,2.6620404411764707,3.909497549019608
6,2.678921568627451,8.824325980392157,27.09656862745098,48.82928921568627,17.61951593137255,42.93400735294118,0.00392156862745098,0.003431372549019608,0.1639093137254902,1.1325980392156862,3.9793504901960786,4.250551470588236
7,2.6800245098039217,6.3469975490196076,28.196997549019606,48.9811580882353,24.59984681372549,39.74892769607843,0.00392156862745098,0.026409313725490196,0.03204656862745098,0.928125,7.2801776960784315,12.089276960784314
8,2.714246323529412,8.931035539215687,36.69261642156863,59.53501838235294,25.006893382352942,43.68363970588236,0.07319240196078432,0.005392156862745098,0.12267156862745097,3.005422794117647,7.516605392156863,10.37640931372549
9,0.5652879901960784,9.339276960784314,57.48219975490196,62.7750306372549,22.857138480392155,43.71210171568627,0.10612745098039215,0.06773897058823529,2.0572303921568627,2.9454350490196077,3.9660232843137253,5.606004901960785
10,2.95625,17.772732843137256,74.08167892156862,58.254564950980395,19.61488970588235,44.400275735294116,0.0196078431372549,0.03462009803921569,4.551776960784314,4.445373774509804,5.6872855392156865,8.32892156862745
11,4.706617647058824,22.83498774509804,84.74506740196078,40.5891544117647,14.86078431372549,47.62916666666667,0.011764705882352941,0.02849264705882353,4.486979166666667,2.317984068627451,4.793229166666666,10.18765318627451
12,3.1474571078431373,27.928033088235296,74.52490808823529,18.0250306372549,12.178370098039215,46.785171568627455,0.011764705882352941,0.21348039215686274,8.819148284313725,1.7798713235294117,3.6227634803921567,9.163235294117648
13,2.690747549019608,42.08085171568627,49.901531862745095,7.2185049019607845,5.7028799019607845,32.73930759803922,0.0,1.2590992647058823,5.129901960784314,0.7333026960784313,1.9876838235294119,10.212254901960785
14,7.418412990196078,42.32683823529412,20.176623774509803,17.033517156862747,5.7484375,44.89577205882353,0.0,1.9183210784313725,2.1299938725490195,0.6785232843137254,0.5399203431372549,15.71547181372549
15,7.889460784313726,36.6218137254902,16.550888480392157,26.019301470588236,5.15281862745098,38.138327205882355,0.023927696078431374,2.781495098039216,1.417064950980392,0.5452205882352941,0.12598039215686274,12.820189950980392
16,26.0187193627451,30.24577205882353,21.798927696078433,22.848161764705882,4.637162990196078,34.15413602941177,1.0248161764705883,1.5011948529411765,1.192156862745098,0.3380514705882353,0.1126531862745098,13.872089460784315
17,30.320373774509804,15.624172794117648,25.782751225490195,19.085263480392157,6.489185049019608,48.41194852941177,2.5285539215686272,1.2730392156862744,0.6592218137254902,0.3483455882352941,0.23688725490196078,24.897732843137256
18,2.5590379901960785,12.357261029411765,25.736795343137256,11.21375612745098,3.5145526960784315,31.0984681372549,0.20582107843137254,0.680484068627451,0.5129289215686275,0.13676470588235295,0.5536458333333333,17.87889093137255
19,2.6769607843137253,4.800857843137255,28.445281862745098,11.763817401960784,4.768811274509804,43.00729166666667,0.3781862745098039,0.5741421568627451,1.0626531862745099,0.3633578431372549,2.583455882352941,18.02748161764706
20,5.78609068627451,15.207935049019607,33.518719362745095,10.161764705882353,8.501531862745098,45.7094056372549,0.3943014705882353,0.3042892156862745,0.23033088235294116,0.3703125,6.646813725490196,14.074295343137255
21,15.521262254901961,19.205484068627452,19.966299019607842,4.486182598039216,5.321844362745098,33.778799019607845,0.09555759803921568,0.1292279411764706,0.22457107843137256,0.6588848039215687,1.505545343137255,7.666421568627451
22,10.965226715686274,28.866299019607844,19.23939950980392,2.216329656862745,5.768229166666667,31.33400735294118,0.028186274509803922,0.15205269607843136,0.8609068627450981,0.4375,0.76875,6.160447303921568
23,2.641329656862745,13.337622549019608,8.642524509803922,0.5051470588235294,2.551041666666667,21.890379901960785,0.027971813725490197,0.13958333333333334,0.033884803921568625,0.01170343137254902,0.2861519607843137,4.822303921568627
24,1.7896752450980393,10.797395833333333,3.768841911764706,0.23587622549019607,2.941390931372549,23.898560049019608,0.027971813725490197,0.047549019607843135,0.012408088235294117,0.008272058823529412,0.03869485294117647,4.109068627450981
25,3.235324754901961,18.025674019607845,5.287009803921569,0.09721200980392157,2.4714460784313728,24.166513480392158,0.027971813725490197,0.027941176470588237,0.007567401960784314,0.008272058823529412,0.019822303921568626,7.206464460784313
26,2.5292279411764707,20.10658700980392,5.009160539215686,0.1349877450980392,1.7075980392156862,15.009099264705883,0.0006433823529411765,0.0,0.0,0.0,0.005208333333333333,4.819638480392157
27,5.86063112745098,15.871905637254901,1.7655330882352942,0.05670955882352941,2.051685049019608,24.439613970588237,0.0006433823529411765,0.0,0.0,0.0,0.2699142156862745,8.738357843137255
28,17.988327205882353,15.844240196078431,0.3761335784313726,1.5541973039215686,4.070986519607843,28.42720588235294,0.0006433823529411765,0.0,0.0,0.0,0.20119485294117648,4.316973039215687
29,21.034558823529412,9.520986519607844,0.3365196078431373,1.1915134803921568,3.5129289215686272,34.45444240196078,0.0006433823529411765,0.0,0.0,0.0,0.27411151960784313,3.871905637254902
30,10.602236519607843,1.8870404411764705,0.1749080882352941,1.1075980392156863,3.7291666666666665,24.32294730392157,0.0006433823529411765,0.0,0.0,0.0,0.6678308823529412,4.471292892156863
31,3.940502450980392,0.450796568627451,0.10431985294117647,1.4184742647058823,4.747763480392157,30.29234068627451,0.0006433823529411765,0.0,0.0,0.0,0.5623161764705882,5.118535539215686
32,1.4122242647058822,0.006372549019607843,0.10980392156862745,0.9747855392156862,6.781587009803921,38.13581495098039,0.0006433823529411765,0.0,0.0,0.0,0.8913602941176471,6.439307598039216
33,0.39598651960784315,0.006372549019607843,0.4071691176470588,1.3033394607843136,4.754963235294118,39.831372549019605,0.0006433823529411765,0.0,0.0,0.0,5.446783088235295,10.535569852941176
34,0.02696078431372549,0.006372549019607843,0.10355392156862746,0.7386335784313726,5.711397058823529,51.4125306372549,0.0006433823529411765,0.0,0.0,0.0,2.1259803921568627,11.73063725490196
35,0.02696078431372549,0.006372549019607843,0.7315870098039216,1.9564338235294119,7.25922181372549,44.01685049019608,0.0006433823529411765,0.0,0.0,0.07910539215686274,2.74047181372549,11.511335784313726
36,0.02696078431372549,0.007230392156862745,0.9223958333333333,2.7952512254901962,9.880606617647059,55.22864583333333,0.0006433823529411765,0.0,0.0,0.0027573529411764708,0.9308823529411765,12.857935049019607
37,0.02696078431372549,0.09889705882352941,1.0310049019607843,2.101654411764706,13.431495098039216,62.76053921568627,0.0006433823529411765,0.0,0.0,0.0027573529411764708,1.4587316176470588,12.589185049019608
38,0.02696078431372549,0.11752450980392157,0.3145833333333333,0.9459865196078432,16.39466911764706,56.536151960784316,0.0006433823529411765,0.0,0.0,0.0027573529411764708,1.3363357843137256,12.840625
39,0.07052696078431372,0.026807598039215685,0.27362132352941176,0.7869485294117647,20.595863970588237,56.990992647058825,0.0006433823529411765,0.0,0.0,0.0027573529411764708,1.5004901960784314,11.323314950980393
40,0.029534313725490195,0.015808823529411764,0.17870710784313726,0.48792892156862744,27.242892156862744,59.05324754901961,0.0006433823529411765,0.0,0.0,0.0027573529411764708,1.3880208333333333,10.566329656862745
41,0.10431985294117647,0.015808823529411764,0.16847426470588237,0.9253982843137255,28.86951593137255,52.74427083333333,0.0006433823529411765,0.0,0.0,0.0027573529411764708,3.5325061274509806,14.337622549019608
42,0.030606617647058822,0.015808823529411764,0.11614583333333334,1.9104473039215686,33.34659926470588,57.736060049019606,0.0006433823529411765,0.0,0.0,0.0027573529411764708,2.058609068627451,11.857781862745098
43,0.030606617647058822,0.015808823529411764,0.18060661764705882,4.24984681372549,38.42040441176471,58.65542279411765,0.0006433823529411765,0.0,0.0,0.0027573529411764708,2.9964154411764707,16.142279411764704
